student_id,date_registered,first_date_watched,first_date_purchased,days_diff_reg_watch,days_diff_watch_purch
266121,2022-03-06,2022-03-06,2022-03-06,0,0
266123,2022-03-06,2022-03-06,2022-03-06,0,0
266125,2022-03-07,2022-03-07,2022-03-07,0,0
266136,2022-03-07,2022-03-07,2022-03-07,0,0
266187,2022-03-07,2022-04-03,2022-07-22,27,110
266249,2022-03-07,2022-03-07,2022-03-10,0,3
266251,2022-03-07,2022-03-07,2022-03-07,0,0
266259,2022-03-07,2022-03-07,2022-03-07,0,0
266308,2022-03-07,2022-03-07,2022-03-07,0,0
266316,2022-03-08,2022-03-08,2022-03-12,0,4
266325,2022-03-08,2022-03-08,2022-03-08,0,0
266332,2022-03-08,2022-03-08,2022-03-08,0,0
266340,2022-03-08,2022-03-10,2022-03-12,2,2
266366,2022-03-08,2022-03-09,2022-03-09,1,0
266386,2022-03-08,2022-03-08,2022-03-08,0,0
266395,2022-03-08,2022-03-08,2022-05-03,0,56
266402,2022-03-08,2022-03-08,2022-03-08,0,0
266410,2022-03-08,2022-03-09,2022-03-09,1,0
266455,2022-03-08,2022-03-08,2022-03-09,0,1
266456,2022-03-08,2022-07-26,2022-07-26,140,0
266462,2022-03-08,2022-03-08,2022-03-10,0,2
266477,2022-03-09,2022-03-09,2022-03-31,0,22
266485,2022-03-09,2022-03-09,2022-03-11,0,2
266489,2022-03-09,2022-03-10,2022-03-10,1,0
266496,2022-03-09,2022-03-13,2022-03-14,4,1
266529,2022-03-09,2022-03-09,2022-03-09,0,0
266544,2022-03-09,2022-03-09,2022-03-10,0,1
266548,2022-03-09,2022-03-09,2022-03-10,0,1
266549,2022-03-09,2022-03-10,2022-03-10,1,0
266584,2022-03-09,2022-03-09,2022-03-15,0,6
266603,2022-03-09,2022-03-09,2022-03-10,0,1
266614,2022-03-09,2022-03-11,2022-03-11,2,0
266615,2022-03-10,2022-03-10,2022-03-10,0,0
266616,2022-03-10,2022-03-10,2022-03-13,0,3
266642,2022-03-10,2022-03-10,2022-03-10,0,0
266680,2022-03-10,2022-03-10,2022-03-12,0,2
266683,2022-03-10,2022-03-10,2022-03-10,0,0
266725,2022-03-10,2022-03-10,2022-03-17,0,7
266731,2022-03-10,2022-03-10,2022-04-08,0,29
266743,2022-03-11,2022-03-11,2022-09-23,0,196
266754,2022-03-11,2022-03-14,2022-03-14,3,0
266758,2022-03-11,2022-03-11,2022-03-12,0,1
266766,2022-03-11,2022-03-11,2022-03-11,0,0
266788,2022-03-11,2022-03-11,2022-03-11,0,0
266810,2022-03-11,2022-03-11,2022-03-11,0,0
266811,2022-03-11,2022-03-11,2022-04-26,0,46
266814,2022-03-11,2022-03-11,2022-07-13,0,124
266875,2022-03-11,2022-03-11,2022-03-11,0,0
266901,2022-03-12,2022-03-12,2022-03-12,0,0
267010,2022-03-12,2022-03-12,2022-03-12,0,0
267011,2022-03-12,2022-03-12,2022-03-12,0,0
267021,2022-03-12,2022-03-12,2023-07-24,0,499
267025,2022-03-12,2022-06-10,2023-01-27,90,231
267026,2022-03-12,2022-03-12,2022-03-18,0,6
267048,2022-03-13,2022-03-16,2022-03-16,3,0
267063,2022-03-13,2022-03-13,2022-03-13,0,0
267064,2022-03-13,2022-03-14,2022-03-17,1,3
267068,2022-03-13,2022-03-13,2022-03-13,0,0
267089,2022-03-13,2022-03-13,2022-03-20,0,7
267090,2022-03-13,2022-05-30,2022-06-01,78,2
267106,2022-03-13,2022-03-13,2022-03-17,0,4
267109,2022-03-13,2022-03-13,2022-03-13,0,0
267114,2022-03-13,2022-03-13,2022-03-13,0,0
267116,2022-03-13,2022-03-13,2022-03-13,0,0
267195,2022-03-14,2022-03-25,2022-03-25,11,0
267203,2022-03-14,2022-03-14,2022-03-14,0,0
267214,2022-03-14,2022-03-14,2022-03-14,0,0
267235,2022-03-14,2022-03-14,2022-05-30,0,77
267254,2022-03-14,2022-03-14,2022-03-14,0,0
267334,2022-03-15,2022-03-21,2023-01-13,6,298
267391,2022-03-15,2022-03-15,2022-03-24,0,9
267413,2022-03-15,2022-03-15,2022-03-15,0,0
267443,2022-03-15,2022-03-15,2022-03-19,0,4
267487,2022-03-16,2022-03-16,2022-03-16,0,0
267488,2022-03-16,2022-03-16,2022-05-29,0,74
267496,2022-03-16,2022-03-16,2022-03-16,0,0
267498,2022-03-16,2022-03-16,2022-03-24,0,8
267515,2022-03-16,2022-03-16,2022-03-18,0,2
267534,2022-03-16,2022-03-16,2022-03-16,0,0
267546,2022-03-16,2022-03-16,2022-03-16,0,0
267558,2022-03-16,2022-03-16,2022-03-17,0,1
267613,2022-03-16,2022-03-16,2022-03-16,0,0
267643,2022-03-17,2022-03-17,2022-03-23,0,6
267662,2022-03-17,2022-03-17,2022-03-17,0,0
267719,2022-03-17,2022-03-17,2023-03-27,0,375
267721,2022-03-17,2022-03-17,2022-03-18,0,1
267765,2022-03-17,2022-03-17,2022-03-18,0,1
267778,2022-03-18,2022-03-18,2022-03-18,0,0
267812,2022-03-18,2022-03-18,2022-03-19,0,1
267813,2022-03-18,2022-03-18,2022-03-26,0,8
267824,2022-03-18,2022-03-18,2022-05-22,0,65
267840,2022-03-18,2022-03-18,2022-03-19,0,1
267854,2022-03-18,2022-03-18,2022-03-18,0,0
267855,2022-03-18,2022-03-18,2022-11-24,0,251
267878,2022-03-18,2022-03-18,2022-06-01,0,75
267885,2022-03-18,2022-03-18,2022-04-05,0,18
267898,2022-03-18,2022-03-18,2022-03-25,0,7
267916,2022-03-19,2022-03-19,2022-03-19,0,0
267919,2022-03-19,2022-03-19,2022-03-19,0,0
267936,2022-03-19,2022-03-19,2022-03-30,0,11
267949,2022-03-19,2022-03-20,2022-03-20,1,0
267955,2022-03-19,2022-03-19,2023-01-10,0,297
267959,2022-03-19,2022-03-28,2022-03-30,9,2
268010,2022-03-19,2022-03-19,2022-03-19,0,0
268011,2022-03-19,2022-03-20,2022-03-20,1,0
268045,2022-03-20,2022-03-20,2022-03-20,0,0
268090,2022-03-20,2022-03-28,2022-07-28,8,122
268104,2022-03-20,2022-03-20,2022-03-25,0,5
268113,2022-03-20,2022-03-21,2022-03-24,1,3
268129,2022-03-20,2022-03-21,2022-03-25,1,4
268147,2022-03-21,2022-03-26,2022-03-26,5,0
268152,2022-03-21,2022-03-21,2022-03-21,0,0
268177,2022-03-21,2022-03-21,2022-03-21,0,0
268204,2022-03-21,2022-03-21,2022-03-21,0,0
268224,2022-03-21,2022-03-21,2022-03-21,0,0
268226,2022-03-21,2022-03-21,2022-03-21,0,0
268242,2022-03-21,2022-03-21,2022-04-17,0,27
268257,2022-03-22,2022-03-22,2022-03-22,0,0
268263,2022-03-22,2022-03-22,2022-03-23,0,1
268287,2022-03-22,2022-03-22,2022-03-30,0,8
268293,2022-03-22,2022-03-22,2022-03-23,0,1
268321,2022-03-22,2022-03-26,2022-03-26,4,0
268331,2022-03-22,2022-03-22,2022-03-22,0,0
268337,2022-03-22,2022-03-22,2022-03-22,0,0
268344,2022-03-22,2022-03-22,2022-03-22,0,0
268348,2022-03-22,2022-03-22,2022-03-24,0,2
268352,2022-03-22,2022-03-22,2022-03-22,0,0
268357,2022-03-23,2022-03-23,2022-03-23,0,0
268374,2022-03-23,2022-03-24,2022-03-24,1,0
268380,2022-03-23,2022-03-23,2022-03-23,0,0
268389,2022-03-23,2022-03-23,2022-03-23,0,0
268390,2022-03-23,2022-03-23,2022-04-03,0,11
268393,2022-03-23,2022-03-31,2022-03-31,8,0
268408,2022-03-23,2022-03-23,2022-03-23,0,0
268409,2022-03-23,2022-03-23,2022-03-26,0,3
268410,2022-03-23,2022-03-23,2022-03-23,0,0
268412,2022-03-23,2022-03-23,2022-03-23,0,0
268465,2022-03-24,2022-03-24,2022-03-24,0,0
268473,2022-03-24,2022-03-24,2022-03-24,0,0
268485,2022-03-24,2022-03-29,2022-03-29,5,0
268497,2022-03-24,2022-03-24,2022-03-24,0,0
268510,2022-03-24,2022-03-24,2022-03-24,0,0
268516,2022-03-24,2022-03-24,2022-03-30,0,6
268527,2022-03-25,2022-03-25,2022-03-25,0,0
268529,2022-03-25,2022-04-03,2022-04-06,9,3
268545,2022-03-25,2022-03-27,2022-03-27,2,0
268553,2022-03-25,2022-03-25,2022-03-25,0,0
268556,2022-03-25,2022-03-25,2022-04-03,0,9
268584,2022-03-25,2022-03-25,2022-03-25,0,0
268600,2022-03-26,2022-03-26,2022-03-26,0,0
268616,2022-03-26,2022-03-26,2022-12-28,0,277
268618,2022-03-26,2022-03-30,2022-03-30,4,0
268641,2022-03-26,2022-03-26,2022-03-26,0,0
268647,2022-03-26,2022-03-26,2022-03-28,0,2
268689,2022-03-27,2022-03-27,2022-11-28,0,246
268701,2022-03-27,2022-03-27,2022-03-29,0,2
268706,2022-03-27,2022-09-26,2022-09-26,183,0
268714,2022-03-27,2022-03-27,2022-03-27,0,0
268716,2022-03-27,2022-03-27,2022-03-27,0,0
268718,2022-03-27,2022-03-29,2022-03-29,2,0
268732,2022-03-27,2022-03-27,2022-03-30,0,3
268736,2022-03-27,2022-03-28,2022-03-28,1,0
268764,2022-03-28,2022-03-28,2022-03-28,0,0
268779,2022-03-28,2022-03-28,2022-03-28,0,0
268786,2022-03-28,2022-03-28,2022-03-28,0,0
268792,2022-03-28,2022-03-30,2022-03-30,2,0
268796,2022-03-28,2022-03-28,2022-03-28,0,0
268805,2022-03-28,2022-03-29,2022-03-31,1,2
268811,2022-03-28,2022-03-28,2022-04-04,0,7
268817,2022-03-28,2022-03-28,2022-03-30,0,2
268825,2022-03-28,2022-03-28,2022-03-31,0,3
268830,2022-03-28,2022-03-28,2022-03-28,0,0
268857,2022-03-29,2022-03-29,2022-05-21,0,53
268859,2022-03-29,2022-03-29,2022-04-13,0,15
268863,2022-03-29,2022-03-29,2022-04-20,0,22
268876,2022-03-29,2022-03-29,2022-03-29,0,0
268883,2022-03-29,2022-03-29,2022-05-20,0,52
268892,2022-03-29,2022-03-29,2022-03-30,0,1
268898,2022-03-29,2022-03-29,2022-03-29,0,0
268903,2022-03-29,2022-03-29,2022-03-29,0,0
268908,2022-03-29,2022-03-29,2022-03-31,0,2
268922,2022-03-29,2022-03-30,2022-03-30,1,0
268926,2022-03-30,2022-03-30,2022-03-30,0,0
268929,2022-03-30,2022-03-30,2022-03-31,0,1
268940,2022-03-30,2022-03-30,2022-03-30,0,0
268944,2022-03-30,2022-08-27,2023-05-21,150,267
268985,2022-03-30,2022-03-30,2022-03-31,0,1
269000,2022-03-30,2022-03-30,2022-03-30,0,0
269010,2022-03-30,2022-03-30,2022-03-30,0,0
269013,2022-03-30,2022-04-04,2022-04-04,5,0
269016,2022-03-30,2022-03-30,2022-03-30,0,0
269054,2022-03-31,2022-03-31,2022-03-31,0,0
269064,2022-03-31,2022-03-31,2022-05-12,0,42
269068,2022-03-31,2022-03-31,2022-03-31,0,0
269070,2022-03-31,2022-03-31,2022-03-31,0,0
269110,2022-03-31,2022-03-31,2022-09-28,0,181
269130,2022-03-31,2022-03-31,2022-04-16,0,16
269188,2022-04-01,2022-04-01,2022-04-01,0,0
269204,2022-04-01,2022-04-01,2022-04-01,0,0
269209,2022-04-01,2022-04-01,2023-01-18,0,292
269220,2022-04-01,2022-04-01,2022-04-03,0,2
269289,2022-04-01,2022-04-01,2022-04-08,0,7
269293,2022-04-01,2022-05-31,2022-11-30,60,183
269314,2022-04-02,2022-04-02,2022-04-02,0,0
269321,2022-04-02,2022-07-25,2022-07-26,114,1
269373,2022-04-02,2022-04-05,2022-11-27,3,236
269414,2022-04-02,2022-04-02,2022-04-02,0,0
269421,2022-04-02,2022-07-12,2023-05-19,101,311
269457,2022-04-03,2022-04-03,2022-04-09,0,6
269470,2022-04-03,2022-04-03,2022-04-06,0,3
269485,2022-04-03,2022-04-03,2022-04-03,0,0
269501,2022-04-03,2022-04-03,2022-04-10,0,7
269519,2022-04-03,2022-04-10,2022-04-10,7,0
269534,2022-04-03,2022-04-03,2022-06-19,0,77
269541,2022-04-03,2022-04-04,2022-05-20,1,46
269559,2022-04-04,2022-04-04,2023-05-16,0,407
269570,2022-04-04,2022-04-04,2022-04-04,0,0
269594,2022-04-04,2022-04-04,2022-04-04,0,0
269617,2022-04-04,2022-04-04,2022-04-05,0,1
269646,2022-04-04,2022-04-05,2022-04-07,1,2
269653,2022-04-04,2022-04-04,2022-04-07,0,3
269660,2022-04-04,2022-04-04,2022-10-24,0,203
269662,2022-04-04,2022-04-05,2022-04-06,1,1
269670,2022-04-05,2022-04-05,2022-04-05,0,0
269671,2022-04-05,2022-04-09,2022-04-09,4,0
269728,2022-04-05,2022-04-05,2022-04-05,0,0
269741,2022-04-05,2022-04-05,2022-04-07,0,2
269744,2022-04-05,2022-04-05,2022-04-05,0,0
269748,2022-04-05,2022-04-05,2022-07-23,0,109
269754,2022-04-05,2022-04-11,2022-04-11,6,0
269771,2022-04-05,2022-04-06,2022-04-06,1,0
269796,2022-04-06,2022-04-06,2022-04-06,0,0
269843,2022-04-06,2022-04-06,2022-04-06,0,0
269864,2022-04-06,2022-04-13,2022-04-13,7,0
269872,2022-04-06,2022-04-20,2022-04-29,14,9
269874,2022-04-06,2022-06-17,2022-06-18,72,1
269894,2022-04-07,2022-04-07,2022-04-07,0,0
269898,2022-04-07,2022-04-07,2022-04-14,0,7
269924,2022-04-07,2022-04-07,2022-04-07,0,0
269934,2022-04-07,2022-04-07,2022-04-07,0,0
269937,2022-04-07,2022-04-07,2022-05-31,0,54
269959,2022-04-07,2022-05-22,2022-05-26,45,4
269975,2022-04-07,2022-04-07,2022-04-14,0,7
269976,2022-04-07,2022-04-07,2022-04-08,0,1
269978,2022-04-07,2022-04-07,2022-04-07,0,0
269981,2022-04-07,2022-04-07,2022-04-07,0,0
269984,2022-04-07,2022-04-20,2022-04-20,13,0
270000,2022-04-07,2022-04-07,2022-04-07,0,0
270003,2022-04-07,2022-04-07,2022-04-07,0,0
270009,2022-04-07,2022-04-09,2022-05-05,2,26
270014,2022-04-07,2022-04-08,2022-04-08,1,0
270018,2022-04-08,2022-04-08,2022-04-12,0,4
270022,2022-04-08,2022-04-08,2022-04-08,0,0
270036,2022-04-08,2022-04-11,2022-04-11,3,0
270042,2022-04-08,2022-04-09,2022-04-09,1,0
270062,2022-04-08,2022-04-08,2022-04-14,0,6
270075,2022-04-08,2022-04-10,2022-04-10,2,0
270098,2022-04-08,2022-04-08,2022-04-08,0,0
270103,2022-04-08,2022-04-08,2022-04-11,0,3
270135,2022-04-08,2022-04-08,2022-04-08,0,0
270179,2022-04-09,2022-04-09,2022-04-10,0,1
270183,2022-04-09,2022-04-09,2022-05-30,0,51
270188,2022-04-09,2022-04-09,2022-04-21,0,12
270216,2022-04-09,2022-04-29,2022-09-30,20,154
270240,2022-04-09,2022-04-09,2022-04-10,0,1
270244,2022-04-09,2022-04-11,2022-04-16,2,5
270245,2022-04-09,2022-07-20,2022-07-20,102,0
270247,2022-04-09,2022-04-10,2022-04-10,1,0
270263,2022-04-10,2022-04-10,2022-04-10,0,0
270265,2022-04-10,2022-04-10,2022-04-10,0,0
270304,2022-04-10,2022-04-10,2022-04-10,0,0
270339,2022-04-10,2022-04-10,2022-11-28,0,232
270363,2022-04-10,2022-04-11,2022-04-11,1,0
270367,2022-04-10,2022-04-10,2022-04-15,0,5
270393,2022-04-11,2022-04-11,2022-04-19,0,8
270435,2022-04-11,2022-04-11,2022-09-20,0,162
270455,2022-04-11,2022-04-11,2022-04-11,0,0
270460,2022-04-11,2022-05-12,2022-05-12,31,0
270474,2022-04-11,2022-04-17,2022-04-17,6,0
270486,2022-04-11,2022-04-11,2022-04-12,0,1
270509,2022-04-12,2022-04-12,2022-04-30,0,18
270596,2022-04-12,2022-04-12,2022-04-12,0,0
270599,2022-04-12,2022-04-16,2022-04-20,4,4
270602,2022-04-12,2022-04-12,2022-04-12,0,0
270606,2022-04-12,2022-04-12,2022-04-19,0,7
270607,2022-04-12,2022-04-12,2022-09-29,0,170
270616,2022-04-13,2022-04-13,2022-04-13,0,0
270619,2022-04-13,2022-04-13,2022-04-13,0,0
270633,2022-04-13,2022-04-13,2022-06-04,0,52
270648,2022-04-13,2022-04-13,2022-04-13,0,0
270670,2022-04-13,2022-04-13,2022-04-13,0,0
270700,2022-04-13,2022-04-13,2022-04-13,0,0
270710,2022-04-13,2022-04-13,2022-04-13,0,0
270725,2022-04-13,2022-04-13,2022-05-03,0,20
270738,2022-04-13,2022-04-13,2022-04-13,0,0
270740,2022-04-13,2022-04-13,2022-04-13,0,0
270744,2022-04-14,2022-04-14,2022-04-22,0,8
270784,2022-04-14,2022-04-14,2022-04-14,0,0
270787,2022-04-14,2022-04-14,2022-04-14,0,0
270824,2022-04-14,2022-04-15,2022-04-18,1,3
270833,2022-04-14,2022-04-28,2022-04-28,14,0
270848,2022-04-15,2022-04-18,2022-04-18,3,0
270911,2022-04-15,2022-04-15,2022-04-17,0,2
270930,2022-04-15,2022-04-21,2022-04-22,6,1
270931,2022-04-15,2022-04-15,2022-04-15,0,0
270947,2022-04-16,2022-04-16,2022-04-16,0,0
270957,2022-04-16,2022-04-16,2022-04-16,0,0
270988,2022-04-16,2022-04-16,2022-06-18,0,63
271000,2022-04-16,2022-04-16,2023-03-24,0,342
271006,2022-04-16,2022-04-16,2022-04-17,0,1
271015,2022-04-16,2022-04-16,2022-04-16,0,0
271035,2022-04-17,2022-04-17,2022-04-17,0,0
271054,2022-04-17,2022-06-01,2022-06-01,45,0
271082,2022-04-17,2022-04-17,2022-05-31,0,44
271083,2022-04-17,2022-04-17,2022-04-26,0,9
271094,2022-04-17,2022-04-17,2022-04-23,0,6
271098,2022-04-17,2022-04-25,2022-05-31,8,36
271114,2022-04-17,2022-04-17,2022-05-31,0,44
271140,2022-04-18,2022-04-18,2022-04-18,0,0
271154,2022-04-18,2022-04-18,2022-04-20,0,2
271169,2022-04-18,2022-04-18,2022-04-18,0,0
271185,2022-04-18,2022-04-18,2022-05-25,0,37
271197,2022-04-18,2022-04-25,2022-04-25,7,0
271211,2022-04-18,2022-04-18,2022-04-18,0,0
271243,2022-04-19,2022-04-19,2022-04-28,0,9
271257,2022-04-19,2022-04-19,2022-11-26,0,221
271296,2022-04-19,2022-04-19,2022-04-19,0,0
271300,2022-04-19,2022-04-19,2022-04-24,0,5
271326,2022-04-19,2022-04-20,2022-04-20,1,0
271338,2022-04-20,2022-04-20,2022-04-20,0,0
271348,2022-04-20,2022-04-20,2022-04-20,0,0
271352,2022-04-20,2022-04-20,2022-05-30,0,40
271388,2022-04-20,2022-04-20,2022-04-20,0,0
271426,2022-04-21,2022-04-21,2022-04-21,0,0
271465,2022-04-21,2022-04-22,2022-04-29,1,7
